"Brown, Rita Mae","Pay Dirt(4"
"Brown, Rita Mae","Puss’n Cahoots 15"
"Brown, Rita Mae","Purrfect Murder, The 16"
"Brown, Rita Mae","Rest in Pieces(2"
"Brown, Rita Mae","Riding Shotgun"
"Brown, Rita Mae","Sand Castle 4 runnymead"
"Brown, Rita Mae","Santa Clawed"
"Brown, Rita Mae","Six of One 1 runnymeade"
"Brown, Rita Mae","Sour Puss 14"
"Brown, Rita Mae","Tail of the Tip-Off, The 11"
"Brown, Rita Mae","Venus Envy"
"Brown, Rita Mae","Wish You Were Here(1"
"Brown, Rita Mae","Wisker of Evil 12"
"Bruce, Leo","Case For Sergeant Beef"
"Bruno, Anthony","Devil’s Food (1"
"Bruno, Anthony","Double Expresso (2"
"Buchan, John","39 Steps, The "
"Buchanan, Edna","Contents Under Pressure (1"
"Buchanan, Edna","Miami, It’s Murder (2"
"Buckley, William F.","Mongoose R.I.P."
"Buckley, William F.","Stained Glass "
"Burden, Pat","Screaming Bones"
"Burke, Jan","Bloodlines   9"
"Burke, Jan","Bones  7"
"Burke, Jan","Dear Irene, (2"
"Burke, Jan","Flight 8"
"Burke, Jan","Goodnight, Irene (3"
"Burke, Jan","Hocus(5"
"Burke, Jan","Kidnapped 10"
"Burke, Jan","Liar 6"
"Burke, Jan","Remember Me, Irene (4"
"Burke, Jan","Sweet Dreams, Irene (1"
"Burley, W.J.","Wycliff..Guilt Edged Alibi"
"Burley, W.J.","Wycliff..Winsor Blue"
"Burley, W.J.","Wycliffe and the Redhead"
"Burley, W. J.","Wycliff & the Cycle of Death"
"Burley, W. J.","Wycliff & the Dead Flautist"
"Burley, W. J.","Wycliff & the Pea-Green Boat"
"Burley, W. J.","Wycliff & the Quiet Virgin"
"Burley, W. J.","Wycliff & the tangled Web"
"Butler, Gwendoline","Coffin & the Paper Man 19"
"Butler, Gwendoline","Coffin in theMuseum of Crime18"
"Butler, Gwendoline","Coffin in Fashion 15"
"Butler, Gwendoline","Coffin on the Water 14"
"Butler, Gwendoline","Coffin Underground 16"
"Butler, Gwendoline","Death Lives Next Door 4"
"Byerrum, Ellen","Designer Knockoff"
"Byerrum, Ellen","Grave Apparel  5"
"Byerrum, Ellen","Hostile Make Over  3"
"Byerrum, Ellen","Killer Hair  1"
"Byerrum, Ellen","Raiders of the lost Corset"
"Byerrum, Ellen","Armed & Glamorus  6"
"C",
"Cahill, Mary","Carpool (1"
"Cain, James M.","Double Indemnity"
"Cain, James M.","Mildred Pierce"
"Cain, James M.","Postman Always Rings Twice, "
"Cain, James M.","Postman Always Rings Twice, "
"Camelleri, Andrea","Shape of Water  1"
"Camileri, Andrea ","Rounding the Mark 7"
"Camilleri, Andrea","Snack Theif  3"
"Camilleri, Andrea","Terra-Cotta Dog  2"
"Camilleri, Andrea","Voice of the Violin 4"
"Campbell, R.T.","Unholy Dying"
"Campbell, Robert","600-Pound Gorilla, The (2)"
"Campbell, Robert","Cat's Meow, The (5)"
"Campbell, Robert","Hip-Deep in Alligators (3)"
"Campbell, Robert","In a Pig's Eye"
"Campbell, Robert","Junkyard Dog, The (1)"
"Campbell, Robert","Lion’s Share, The"
"Campbell, Robert","Nibbled to Death by Ducks "
"Campbell, Robert","Plugged Nickel"
"Campbell, Robert","Sauce for the Goose"
"Campbell, Robert","Sweet La-La Land"
"Campbell, Robert","Thinning the Turkey Herd (4)"
"Cannell, Dorothy","Bridesmaids Revisited"
"Cannell, Dorothy","Down the Garden Path (2"
"Cannell, Dorothy","God Save the Queen 8"
"Cannell, Dorothy","Goodbye, Ms. Chips"
"Cannell, Dorothy","How to Murder Your Mother-in 6"
"Cannell, Dorothy","Importance of Being Ernestine, T"
"Cannell, Dorothy","Mum's the Word (3)"
"Cannell, Dorothy","Spring Cleaning Murders 9"
"Cannell, Dorothy","Thin Woman, The 1"
"Cannell, Dorothy","Trouble with Harriet, The 10"
"Cannell, Dorothy","Widow's Club (3"
"Cannell, Dorothy","Withering Heights"
"Canning, Victor","Fall from Grace"
"Canning, Victor","Raven's Wind"
"Canning, Victor","Vanishing Point"
"Carl, JoAnna","Chocolate Bridal Bash"
"Carl, JoAnna","Chocolate Frog Frame-Up, The"
"Carl, JoAnna","Chocolate Puppy Puzzle, The"
"Carl, JoAnne","Chocolate Bear Burglary  2"
"Carl, JoAnne","Chocolate Cat Caper  1"
"Carl, JoAnne","Chocolate Jewel Case"
"Carr, Caleb","Killing Time"
"Carr, John Dickson","Arabian Nights murder, The"
"Carr, John Dickson","Below Suspicion"
"Carr, John Dickson","Blind Barber, The"
"Carr, John Dickson","Case of the Constant Suicides, Th"
"Carr, John Dickson","Crooked Hinge, The"
"Carr, John Dickson","Death Turns the Tables"
"Carr, John Dickson","In Spite of Thunder"
"Carr, John Dickson","Mad Hatter Mystery, The (1"
"Carr, John Dickson","Man Who Experinced Miracles"
"Carr, John Dickson","Man Who Could Not Shudder"
"Carr, John Dickson","Most Secret"
"Carr, John Dickson","Nine Wrong Answers, The"
"Carr, John Dickson","Panic in Box C"
"Carr, John Dickson","Problem of the Green Capsule, T"
"Carr, John Dickson","Three Coffins, The"
"Caudwell, Sarah","Shortest Way to Hades, The  2"
"Caudwell, Sarah","Sibyl in Her Grave, The 4"
"Caudwell, Sarah","Sirens Sang of Murder  3"
"Caudwell, Sarah","Thus Was Adonis Murdered (1"
"Cavic, Heron","Miss Seeton Sings  4"
"Cavic, Heron","Picture Miss Seeton(1"
"Cavic, Heron","Witch Miss Seeton  3"
"Cavic, Heron (Crane)","Miss Seeton Paints the Town 10"
"Cavic, Heron (Crane)","Miss Seeton’s Finest Hour"
"Churchill, Jill","Bell, Book, and Scandal"
"Chandler, Raymond","Big Sleep, The"
"Chandler, Raymond","Long Goodbye, The"
"Chandler, Raymond","Pickup On Noon Street"
"Chandler, Raymond","Playback"
"Chapman, Sally","Hardwired"
"Charles, Kate","Appointed to Die 3"
"Charles, Kate","Deam Man Out of Mind,A(4"
"Charles, Kate","Deep Waters  (3"
"Charles, Kate","Drink of Deadly Wine, A (1"
"Charles, Kate","Evil Angels Among Them(5"
"Charles, Kate","Evil Intent  (1)"
"Charles, Kate","Secret Sins (2)  "
"Charles, Kate","Snares of Death, The (2"
"Charteris, Leslie","Fantastic Saint, The"
"Chesney, Marion","Hasty Death  2"
"Chesney, Marion","Our Lady of Pain 4"
"Chesney, Marion","Sick of Shadows  3"
"Chesney, Marion","Snobbery with Violence 1"
"Chesterton, G.K.","Incredulity of Father Brown, The"
"Chesterton, G.K.","Innocence of Father Brown, The"
"Chesterton, G.K.","Man Who was Thursday, The"
"Chesterton, G.K.","Manalive"
"Chesterton, G.K.","Scandal of Father Brown, The"
"Chesterton, G.K.","Secret of Father Brown, The"
"Chesterton, G.K.","Wisdon of Father Brown, The"
"Chiaverini, Jennifer","Quilter’s Apprentice"
"Childs, Laura","Death by Derjeeling  1"
"Childs, Laura","Gunpowder Green 2"
"Chittenden, Margaret","Dead Beat & Deadly"
"Chittenden, Margaret","Dead Men Don’t Dance   2"
"Chittenden, Margaret","Don’t Forget to Die 4"
"Chittenden, Margaret","Dying to See You  3"
"Chittenden, Margaret","Dying to Sing  1"
"Christie, Agatha","13 Clues for Miss Marple"
"Christie, Agatha","A.B.C. Murders, The 12-P"
"Christie, Agatha","And Then There Were None "
"Christie, Agatha","Appointment with Death 18-P"
"Christie, Agatha","At Bertram's Hotel   10-MM"
"Christie, Agatha","Big Four, The  5 - P"
"Christie, Agatha","Body in the Library, The  2-MM"
"Christie, Agatha","Boomerang Clue, The  "
"Christie, Agatha","By Pricking of My Thumbs 3-TT"
"Christie, Agatha","Cards on the Table  14-P"
"Christie, Agatha","Caribbean Mystery, A 9-MM"
"Christie, Agatha","Cat Among the Pigeons 30-P"
"Christie, Agatha","Clocks, The 31-P"
"Christie, Agatha","Crooked House "
"Christie, Agatha","Curtain 35-P"
"Christie, Agatha","Dead Man's Folly 29-P"
"Christie, Agatha","Dead Man's Mirror P"
"Christie, Agatha","Death Comes as the End"
"Christie, Agatha","Death in the Air 11-P"
"Christie, Agatha","Death on the Nile 16-P"
"Christie, Agatha","Destination Unknown"
"Christie, Agatha","Double Sin"
"Christie, Agatha","Easy to Kill"
"Christie, Agatha","Elephants Can Remember 34-P"
"Christie, Agatha","Endless Night"
"Christie, Agatha","Evil Under the Sun  22-P"
"Christie, Agatha","Funerals are Fatal  27-P"
"Christie, Agatha","Golden Ball, The"
"Christie, Agatha","Hallowe'en Party 33-P"
"Christie, Agatha","Hickory Dickory Death 28-P"
"Christie, Agatha","Holiday for Murder, A 17-P"
"Christie, Agatha","Hollow(Murder After Hour 24-P"
"Christie, Agatha","Labors of Hercules, The"
"Christie, Agatha","Man in the Brown Suit, The "
"Christie, Agatha","Mirror Crack'd, The 8-MM"
"Christie, Agatha","Miss Marple, The Complete S.S."
"Christie, Agatha","Mousetrap & other stories, The"
"Christie, Agatha","Moving Finger, The  3-MM"
"Christie, Agatha","Mr. Parker Pyne, Detective"
"Christie, Agatha","Mrs. McGinty's Dead 26-P"
"Christie, Agatha","Murder ith Mirrors5-MM"
"Christie, Agatha","Murder at Hazelmoor"
"Christie, Agatha","Murder at the Vicarage, The 1-M"
"Christie, Agatha","Murder for Christmas 19-P"
"Christie, Agatha","Murder in Mesopotamia 13-P"
"Christie, Agatha","Murder in Retrospect 23-P"
"Christie, Agatha","Murder in Three Acts 9-P"
"Christie, Agatha","Murder is Announced, A 4-MM"
"Christie, Agatha","Murder of Roger Ackroyd, The4P"
"Christie, Agatha","Murder on the Links 2-P"
"Christie, Agatha","Murder on the Orient Express10P"
"Christie, Agatha","Mysterious Affair at Style, The1P"
"Christie, Agatha","Mysterious Mr. Quin, The"
"Christie, Agatha","Mystery of the Blue Train, The6P"
"Christie, Agatha","N or M 2-TT"
"Christie, Agatha","Nemesis 11-MM"
"Christie, Agatha","Ordeal by Innocence  "
"Christie, Agatha","Overdose of Death, An"
"Christie, Agatha","Pale Horse, The"
"Christie, Agatha","Partners in Crime  TT"
"Christie, Agatha","Passenger to Frankfurt"
"Christie, Agatha","Patriotic Murders, The  21-P"
"Christie, Agatha","Peril at End House  7-P"
"Christie, Agatha","Pocket Full of Rye, A  6-MM"
"Christie, Agatha","Poirot Investigates  3-P"
"Christie, Agatha","Poirot Loses a Client  15-P"
"Christie, Agatha","Postern of Fate  4-TT"
"Christie, Agatha","Regatta Mystery, The  "
"Christie, Agatha","Remembered Death"
"Christie, Agatha","Sad Cypress  20-P"
"Christie, Agatha","Secret Adversary, The 1-TT"
"Christie, Agatha","Secret of Chimneys, The"
"Christie, Agatha","Seven Dials Mystery, The"
"Christie, Agatha","Sleeping Murder  12-MM"
"Christie, Agatha","So Many Steps to Death"
"Christie, Agatha","Ten Little Indians (& then there .."
"Christie, Agatha","There is a Tide 25-P"
"Christie, Agatha","They Came to Baghdad  "
"Christie, Agatha","Third Girl  32-P"
"Christie, Agatha","Thirteen for Dinner  8-P"
"Christie, Agatha","Towards Zero"
"Christie, Agatha","Tuesday Club Murders, The"
"Christie, Agatha","Underdog and other stories, The"
"Christie, Agatha","What Mrs. McGillicuddy Sa7MM"
"Christie, Agatha","Witness for the Prosecution"
"Christie, Agatha/Westmacott","Absent in the Spring"
"Christie, Agatha/Westmacott","Burden, The"
"Christie, Agatha/Westmacott","Daughter's a Daughter, A"
"Christie, Agatha/Westmacott","Giant's Bread"
"Christie, Agatha/Westmacott","Rose and the Yew Trees, The"
"Christie, Agatha/Westmacott","Unfinished Portrait"
"Christmas, Joyce","Better Class of Murder  P&T 1"
"Christmas, Joyce","Death at Face Value  T"
"Christmas, Joyce","Downsized to Death (3"
"Christmas, Joyce","Dying Well (10"
"Christmas, Joyce","Fete Worse than Death, A  7"
"Christmas, Joyce","Forged in Blood P&T 2"
"Christmas, Joyce","Friend or Faux"
"Christmas, Joyce","Going out in Style (8)"
"Christmas, Joyce","It’s Her Funeral  5"
"Christmas, Joyce","Mood to Murder  (4"
"Christmas, Joyce","Morning Gloria"
"Christmas, Joyce","Perfect Day for Dying, A"
"Christmas, Joyce","Simply to Die For (3  P"
"Christmas, Joyce","Stunning Way to Die, A   4"
"Christmas, Joyce","Suddenly in Here Sorbet (1  P"
"Christmas, Joyce","This Business is Murder (1BT"
"Churchill, Jill","Accidental Florist"
"Churchill, Jill","Anything Goes  (1"
"Churchill, Jill","Class Menagerie (4"
"Churchill, Jill","Farewell to Yarns, A (2"
"Churchill, Jill","Fear of Frying"
"Churchill, Jill","From Here to Paternity(6"
"Churchill, Jill","Grime & Punishment (1"
"Churchill, Jill","Groom With a View, A"
"Churchill, Jill","House of Seven Mabels, The"
"Churchill, Jill","In the Still of the Night (2)"
"Churchill, Jill","Knife to Remember, A (5"
"Churchill, Jill","Love for Sale"
"Churchill, Jill","Merchant of Menace, The "
"Churchill, Jill","Midsummer Night’s Scream, A"
"Churchill, Jill","Mulch Ado About Nothing"
"Churchill, Jill","Quiche Before Dying, A (3"
"Churchill, Jill","Silence of the Hams(6"
"Churchill, Jill","Someone to Watch Over Me"
"Churchill, Jill","War & Peas"
"Churchill, Jill","Who’s Sorry Now?"
"Claire, Edie","Never Buried (1"
"Claire, Edie","Never Kissed Goodnight"
"Claire, Edie","Never Preach Past Noon"
"Claire, Edie","Never Sorry (2"
"Claire, Edie","Never Tease A Siamese"
"Clancy, Tom","Executive Orders"
"Clancy, Tom","Hunt for Red October, The"
"Clancy, Tom","Patrion Games"
"Clancy, Tom","Red Storm Rising"
"Clancy, Tom","Sum of All Fears, The"
"Clancy, Tom","Without Remorse"
"Clark, Mary Higgins","Decked 1"
"Clarke, Anna","Last Judgement 1-Glenning"
"Cleary, Melissa","And Your Little Dog, Too (4"
"Cleary, Melissa","Dead & Buried  6"
"Cleary, Melissa","Dog Collar Crime (2"
"Cleary, Melissa","First Pedigree Murder  (5"
"Cleary, Melissa","Hounded to Death (3"
"Cleary, Melissa","In the Dog House  11"
"Cleary, Melissa","Maltease Puppy  7"
"Cleary, Melissa","Murder Most Beastly  8"
"Cleary, Melissa","Old Dogs  9"
"Cleary, Melissa","Skull & Dog Bones"
"Cleary, Melissa","Tail of Two Murders, A(1Walsh"
"Cleeves or Coffin","Cradle will Fall,The"
"Cleeves, Ann","Bird in the Hand, A 1- P-J"
"Cleeves, Ann","Come Death&High Water 2-P-J"
"Cleeves, Ann","High Island Blues"
"Cleeves, Ann","Lesson in Dying, A  1-Ramsey"
"Cockey, Tim","Backstabber"
"Cockey, Tim","Hearse Case Scenario  3"
"Cockey, Tim","Hearse of a Different Color  2"
"Cockey, Tim","Hearse You Came in On, The  1"
"Cockey, Tim","Murder in Hearse Degree"
"Coffin, Peter /Latimer","Search For Great-Uncle's Head, "
"Cohen, Mark","Bluetick Revenge  2"
"Cohen, Mark","Fractal Murders  1"
"Cohen, Nancy J.","Body Wave  4"
"Cohen, Nancy J.","Hair Raiser  2"
"Cohen, Nancy J.","Killer Knots 9"
"Cohen, Nancy J.","Murder by Manicure  3"
"Cohen, Nancy J.","Permed to Death  1"
"Cohen, Nancy J. ","Dead Roots  7"
"Cohen, Stanley","Diane Game, The"
"Collins, Wilkie","Armadale "
"Collins, Wilkie","Little Novels "
"Collins, Wilkie","Woman in White, The"
"Collins, William Wilkie","Moonstone, The"
"Comfort, B.","Phoebe's Knee"
"Conant, Susan","Barker Street Regulars  11"
"Conant, Susan","All Shots"
"Conant, Susan","Animal Appetite  10"
"Conant, Susan","Bite of Death, A (2"
"Conant, Susan","Black Ribbon  8"
"Conant, Susan","Bloodlines(5"
"Conant, Susan","Bride & Groom (16"
"Conant, Susan","Creative Discomforts 13"
"Conant, Susan","Dead and Doggone (3"
"Conant, Susan","Dogfather"
"Conant, Susan","Evil Breeding 12"
"Conant, Susan","Gaits of Heaven  17"
"Conant, Susan","Gone to te Dogs (4"
"Conant, Susan","New Leash of Death, A (1"
"Conant, Susan","Paws Before Dying  4"
"Conant, Susan","Ruffly Speaking(6"
"Conant, Susan","Stud Rites  9"
"Conant, Susan","Wicked Flea, The 14"
"Constantine, K.C.","Always a Body to Trade(6"
"Constantine, K.C.","Family Values"
"Constantine, K.C.","Good Sons"
"Constantine, K.C.","Man Who Liked Slow Tomatoes, "
"Constantine, K.C.","Rocksburg Railroad Murders,  (1)"
"Constantine, K.C.","Upon Some Midnights Clear (Bal"
"Constantine, K. C.","Blank Page, The"
"Constantine, K. C.","Bottom Liner Blues (10"
"Constantine, K. C.","Cranks & Shadows (11"
"Constantine, K. C.","Joey's Case (8"
"Constantine, K. C.","Man Who Liked to Look at Himself, The (2"
"Cooper, Susan Rogers","Chasing Away the Devil 1-Kovak"
"Cooper, Susan Rogers","Crooked Litle House  5 Pugh"
"Cooper, Susan Rogers","Dead Moon on the Rise"
"Cooper, Susan Rogers","Doctors & Lawyers & Such"
"Cooper, Susan Rogers","Don’t Drink the Water  P"
"Cooper, Susan Rogers","Funny as a Dead Comic  1"
"Cooper, Susan Rogers","Funny as a Dead Relative (2"
"Cooper, Susan Rogers","Hickory Dickory Stalk(2)Pugh"
"Cooper, Susan Rogers","Home Again, Home Again"
"Cooper, Susan Rogers","Houston in theRearview Mirror2k"
"Cooper, Susan Rogers","Lying Wonders  - Kovak"
"Cooper, Susan Rogers","Not in My Backyard  P"
"Cooper, Susan Rogers","One, Two, What Did Daddy (2-P"
"Cooper, Susan Rogers","Other People's Houses 3-Kovak"
"Cooper, Susan Rogers","Rude Awakening"
"Cooper, Susan Rogers","There Was a Little Girl"
"Cooper, Susan Rogers","Vegas Nerve"
"Cornwell, Patricia","Last Precinct, The"
"Cornwell, Patricia D","Black Notice"
"Cornwell, Patricia D","Body Farm, The (5"
"Cornwell, Patricia D","Cause of Death"
"Cornwell, Patricia D","Cruel & Unusual 4"
"Cornwell, Patricia D","Postmortem (1"
"Cornwell, Patricia D","Southern Cross"
"Cornwell, Patricia D","Unnatural Exposure"
"Cornwell, Patricia D.","All that Remains (3"
"Cornwell, Patricia D.","Body of Evidence (2"
"Cornwell, Patricia D.","In Potter's Field(6"
"Cornwell, Patricia D.","Point of Origin"
"Crais, Robert","Free Fall(4"
"Crais, Robert","Lullaby Town (3"
"Crais, Robert","Monkey's Raincoat, The (1"
"Crais, Robert","Stalking the Angel(2"
"Crais, Robert","Voodoo River(5"
"Creasey, John","Accuse the Toff"
"Creasey, John","Affair for the Baron"
"Creasey, John","Baron & the Unfinished Portrait, "
"Creasey, John","Baron and the Arrogant Artist, Th"
"Creasey, John","Baron and the Chinese Puzz, The"
"Creasey, John","Baron and the Missing Old, The"
"Creasey, John","Baron and the Stolen Legacy, Th"
"Creasey, John","Baron at Large, The"
"Creasey, John","Baron Branches Out, The"
"Creasey, John","Baron Goes Fast, The"
"Creasey, John","Baron on Board, The"
"Creasey, John","Baron-King-maker, The"
"Creasey, John","Battle for Inspector West"
"Creasey, John","Big Call, The (Dawlish)"
"Creasey, John","Blame the Baron"
"Creasey, John","Bundle for the Toff, A"
"Creasey, John","Call for the Baron"
"Creasey, John","Croaker, The (Dawlish)"
"Creasey, John","Danger for the Baron"
"Creasey, John","Deaf, Dumb, and Blond (Baron)"
"Creasey, John","Death of a Postman (West)"
"Creasey, John","Death of a Racehorse (West)"
"Creasey, John","Double for the Toff"
"Creasey, John","Double Frame, The (Baron)"
"Creasey, John","Executioners, The (West)"
"Creasey, John","Figure in the Dusk, The(West) "
"Creasey, John","Follow the Toff"
"Creasey, John","Gelignite Gang, The (West)"
"Creasey, John","Give a Man a Gun (West)"
"Creasey, John","Hang the Little Man (West)"
"Creasey, John","Help From the Baron"
"Creasey, John","Here Comes the Toff"
"Creasey, John","Hide the Baron"
"Creasey, John","Inspector West at Home"
"Creasey, John","Inspector West Takes Charge"
"Creasey, John","Killing Strike, The (West)"
"Creasey, John","Killing Strike, The (West)"
"Creasey, John","Look Three Ways at Murder (W"
"Creasey, John","Murder in the Family (Folly)"
"Creasey, John","Murder Makes Haste (West)"
"Creasey, John","MURDER, London-Australia (W"
"Creasey, John","MURDER, London-South Africa (West"
"Creasey, John","Plague of Silence, The (Palfrey)"
"Creasey, John","Policeman’s Dread (West)"
"Creasey, John","Smog, The"
"Creasey, John","So Young To Burn"
"Creasey, John","Splinter of Glass, A (West) "
"Creasey, John","Sport for Inspector West"
"Creasey, John","Stars for the Toff"
"Creasey, John","Taste of Treasure, A"
"Creasey, John","Terror for the Toff"
"Creasey, John","Theft of the Magna Carter, The W"
"Creasey, John","Toff Among the Millions, The"
"Creasey, John","Toff and the Curate, The"
"Creasey, John","Toff and the Deadly Parson, The"
"Creasey, John","Toff and the Golden Boy, The"
"Creasey, John","Toff and the Great Illusion, The"
"Creasey, John","Toff and the Kidnapped Child, "
"Creasey, John","Toff and the Run Away Bride, "
"Creasey, John","Toff and the Sleeping Cowboy, "
"Creasey, John","Toff and the Stolen Tresses"
"Creasey, John","Toff and the Toughs, The"
"Creasey, John","Toff at the Fair, The "
"Creasey, John","Toff Goes to Market, The"
"Creasey, John","Toff on Fire, The"
"Creasey, John","Toff Proceeds, The "
"Creasey, John","Touch of Death, The  (Palfrey) "
"Creasey, John","Trouble at Saxby's, The (West)"
"Creasey, John","Wait for Death"
"Crider, Bill","Cursed to Death 3 rhodes"
"Crider, Bill","Death on the Move 4 rhodes"
"Crider, Bill","Mammoth Murder  13rhodes"
"Crider, Bill","Of All Sad Words"
"Crider, Bill","Of All Sad Words"
"Crider, Bill","Romantic Way to Die,A 11Rhode"
"Crider, Bill","Shotgun Satruday Night 2 rhodes"
"Crider, Bill","When Old Men Die 13rhodes"
"Crispin, Edmond","Beware of the Trains"
"Crispin, Edmond","Glimpses of the Moon, The"
"Crispin, Edmond","Love Lies Bleeding"
"Crispin, Edmund","Case of the Gilded Fly, The"
"Crispin, Edmund","Fen Country"
"Crispin, Edmund","Frequent Hearses"
"Crispin, Edmund","Holy Disorders"
"Crispin, Edmund","Moving Toy Shop, The"
"Crofts, Freeman Wills","Cask, The"
"Crombie, Deborah","Water Like a Stone"
"Crombie, Deborah","All Shall be Well(2"
"Crombie, Deborah","And Justice There is None"
"Crombie, Deborah","Dreaming of the Bones (5"
"Crombie, Deborah","Finer End, the  7"
"Crombie, Deborah","In a Dark House"
"Crombie, Deborah","Kissed a Sad Goodbye  6"
"Crombie, Deborah","Leave the Grave Green (3"
"Crombie, Deborah","Mourn Not Your Dead(4"
"Crombie, Deborah","Necessary as Blood"
"Crombie, Deborah","Now May You Weep"
"Crombie, Deborah","Share in Death, A (1"
"Crombie, Deborah","Where Memories Lie"
"Cronw, A.J.","Beyond This Place"
"Cross, Amanda","An Imperfect Spy"
"Cross, Amanda","Collected Stories, The"
"Cross, Amanda","Death in a Tenured Position"
"Cross, Amanda","Edge of Boom, The"
"Cross, Amanda","Honest Doubt"
"Cross, Amanda","In the Last Analysis"
"Cross, Amanda","James Joyce M:urder, The"
"Cross, Amanda","Players Come Again, The"
"Cross, Amanda","Poetic Justice"
"Cross, Amanda","Puzzled Heart, The"
"Cross, Amanda","Question of Max, The"
"Cross, Amanda","Sweet Death, Kind Death"
"Cross, Amanda","Theban Mysteries, The"
"Cross, Amanda","Trap for Fools, A"
"Cunn, Carola","Styx & Stones"
"Cunningham, E.V.","Case of the Kidnapped Angel, Th"
"Cunningham, E.V.","Case of the Murdered Mackenzie,"
"Cunningham, E.V.","Case of the Poisoned Exlairs, The"
"Cunningham, E.V.","Case of the Sliding Pool, The"
"Cutler, Stan","Face on the CuttingRoom Floor(2"
"Cutler, Stan","Shot on Location(3"
"D",
"Doolittle, Jerome","Body Scissors 1"
"Doolittle, Jerome","Half Nelson (7"
"Daheim, Mary","Alpine Advocate, The"
"Daheim, Mary","Alpine Betrayal"
"Daheim, Mary","Alpine Christmas, The"
"Daheim, Mary","Alpine Decoy"
"Daheim, Mary","Alpine Escape"
"Daheim, Mary","Alpine Fury"
"Daheim, Mary","Alpine Gamble"
"Daheim, Mary","Alpine Hero"
"Daheim, Mary","Alpine Icon"
"Daheim, Mary","Alpine Journey"
"Daheim, Mary","Alpine Kindred"
"Daheim, Mary","Alpine Legacy"
"Daheim, Mary","Alpine Menace"
"Daheim, Mary","Alpine Nemesis"
"Daheim, Mary","Alpine Obituary"
"Daheim, Mary","Alpine Pursuit"
"Daheim, Mary","Alpine Quilt"
"Daheim, Mary","Alpine Recluse"
"Daheim, Mary","Alpine Scandal"
"Daheim, Mary","Alping Traitor"
"Daheim, Mary","Auntie Mayhem"
"Daheim, Mary","Bantam of the Opera(5"
"Daheim, Mary","Creeps Suzette"
"Daheim, Mary","Dune to Death(4"
"Daheim, Mary","Fit of Tempera, A(6"
"Daheim, Mary","Fowl Prey(2"
"Daheim, Mary","Hocus Croakus"
"Daheim, Mary","Holy Terrors(3"
"Daheim, Mary","Just Desserts(1"
"Daheim, Mary","Legs Benedict"
"Daheim, Mary","Major Vices(7"
"Daheim, Mary","Murder, My Suite(8"
"Daheim, Mary","Nutty as a Fruitcaike(9"
"Daheim, Mary","Saks & Violins"
"Daheim, Mary","Scots on the Riocks  23"
"Daheim, Mary","September Mourn"
"Daheim, Mary","Snow Place to Die"
"Daheim, Mary","Streetcar Named Expire, A"
"Daheim, Mary","Suture Self"
"Daheim, Mary","Wed and Buried"
"Daly, Elizabeth","Any Shape of Form"
"Daly, Elizabeth","Arrow Pointing Nowhere"
"Daly, Elizabeth","Book of Crime, The"
"Daly, Elizabeth","Book of the Lion, The"
"Daly, Elizabeth","House Without the Door, The"
"Daly, Elizabeth","Somewhere in the House"
"Dams, Jeanne M.","Green Grow the Victims"
"Dams, Jeanne M.","Killing Cassidy"
"Dams, Jeanne M.","Sins out of School"
"Dams, Jeanne M.","To Perish in Penzance"
"Dams, Jeanne M.","Winter of Discontent"
"Dams. Jeanne M.","Body in the Transept (1"
"Dams. Jeanne M.","Death in Laquer Red"
"Dams. Jeanne M.","Holy Terror in the Hebredes (3"
"Dams. Jeanne M.","Malice in Miniature(4"
"Dams. Jeanne M.","Trouble in the Town Hall (2"
"Dams. Jeanne M.","Victim in Victoria Station, The(5"
"Davidson, Diane Mott","Catering to Nobody (1"
"Davidson, Diane Mott","Cereal Murders, The (3"
"Davidson, Diane Mott","Chopping Spree"
"Davidson, Diane Mott","Dark Tort"
"Davidson, Diane Mott","Double Shot"
"Davidson, Diane Mott","Dying for Chocolate (2"
"Davidson, Diane Mott","Grilling Season"
"Davidson, Diane Mott","Last Supper, The (4"
"Davidson, Diane Mott","Main Corpse, The (5"
"Davidson, Diane Mott","Sticks and Scones"
"Davidson, Diane Mott","Tough Cookie"
"Day, Dianne","Beacon Street Mourning  6"
"Day, Dianne","Bohemian Murders, The (3"
"Day, Dianne","Death Train to Boston  (5"
"Day, Dianne","Emperor Norton’s Ghost (4"
"Day, Dianne","Fire and Fog (2"
"Day, Dianne","Strange Files of Fremont Jones (1"
"Dean, Amber","Encounter With Evil"
"Deaton, M.C","There Goes the Bride, Agatha"
"Dentinger, Jane","Dead Pan 4"
"Dentinger, Jane","Death Mask 3"
"Dentinger, Jane","First Hit of the Season2"
"Dentinger, Jane","Murder on Cue(1"
"Dentinger, Jane","Queen in Dead, The5"
"Dentinger, Jane","Who Dropped Peter Pan 6"
"Dereske, Jo","Bookmarked to Die"
"Dereske, Jo","Catalogue of Death"
"Dereske, Jo","Cut and  Dry  2"
"Dereske, Jo","Final Notice (6"
"Dereske, Jo","Index to Murder"
"Dereske, Jo","Miss Sukas & Stroke of Death (3"
"Dereske, Jo","Miss Zuka in Death’s Shadow(5"
"Dereske, Jo","Miss Zukas & Island Murders(2"
"Dereske, Jo","Miss Zukas & Library Murders(1"
"Dereske, Jo","Miss Zukas & Raven's Dance(4"
"Dereske, Jo","Miss Zukas Shelves the Evidence"
"Dereske, Jo","Out of Circulation(5"
